onset	duration	trial_type	file_path	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	RT
3.0000	500	exp	images_meg/ready_meal/ready_meal_01b.jpg	15505	1293	1	n/a	1293.0000	18395.0000	1.0000	n/a
4.5500	500	exp	images_meg/hamster/hamster_01b.jpg	8917	744	1	n/a	744.0000	10655.0000	1.0000	n/a
5.9000	500	exp	images_meg/bracelet2/bracelet2_01b.jpg	2257	189	1	n/a	189.0000	2860.0000	1.0000	n/a
7.2000	500	exp	images_meg/curtain/curtain_01b.jpg	5581	466	1	n/a	466.0000	6755.0000	1.0000	n/a
8.5500	500	exp	images_meg/mullet/mullet_01b.jpg	12469	1040	1	n/a	1040.0000	14814.0000	1.0000	n/a
10.0000	500	exp	images_meg/arch/arch_01b.jpg	421	36	1	n/a	36.0000	499.0000	1.0000	n/a
11.6000	500	exp	images_meg/cellphone/cellphone_01b.jpg	3517	294	1	n/a	294.0000	4286.0000	1.0000	n/a
13.1500	500	test	images_test_meg/dolly_13s.jpg	22582	502	13	134.0000	502.0000	7260.0000	13.0000	n/a
14.6500	500	exp	images_meg/paintbrush/paintbrush_01b.jpg	13165	1098	1	n/a	1098.0000	15628.0000	1.0000	n/a
15.9500	500	test	images_test_meg/rabbit_13n.jpg	22526	1266	13	78.0000	1266.0000	18049.0000	13.0000	n/a
17.3000	500	exp	images_meg/chinchilla/chinchilla_01b.jpg	3985	333	1	n/a	333.0000	4809.0000	1.0000	n/a
18.8000	500	exp	images_meg/typewriter/typewriter_01b.jpg	20893	1742	1	n/a	1742.0000	24547.0000	1.0000	n/a
20.4000	500	catch	images_catch_meg/catch200.jpg	22448	1855	200	n/a	n/a	n/a	n/a	0.5281
22.0000	500	exp	images_meg/hotplate/hotplate_01b.jpg	9673	807	1	n/a	807.0000	11537.0000	1.0000	n/a
23.3500	500	exp	images_meg/clipper1/clipper1_01s.jpg	4273	357	1	n/a	357.0000	5163.0000	1.0000	n/a
24.7500	500	test	images_test_meg/lemonade_14s.jpg	22511	916	13	63.0000	916.0000	13105.0000	14.0000	n/a
26.2500	500	exp	images_meg/crutch/crutch_01b.jpg	5425	453	1	n/a	453.0000	6543.0000	1.0000	n/a
27.9000	500	exp	images_meg/stretcher/stretcher_01s.jpg	18865	1573	1	n/a	1573.0000	22213.0000	1.0000	n/a
29.4500	500	exp	images_meg/pinball/pinball_01b.jpg	14137	1179	1	n/a	1179.0000	16771.0000	1.0000	n/a
31.0000	500	exp	images_meg/parachute/parachute_01b.jpg	13417	1119	1	n/a	1119.0000	15908.0000	1.0000	n/a
32.3500	500	exp	images_meg/ball/ball_01b.jpg	709	60	1	n/a	60.0000	880.0000	1.0000	n/a
34.0000	500	exp	images_meg/plate/plate_01b.jpg	14365	1198	1	n/a	1198.0000	17025.0000	1.0000	n/a
35.4000	500	exp	images_meg/scaffold/scaffold_01s.jpg	16429	1370	1	n/a	1370.0000	19462.0000	1.0000	n/a
36.8000	500	exp	images_meg/net/net_01b.jpg	12685	1058	1	n/a	1058.0000	15054.0000	1.0000	n/a
38.3000	500	exp	images_meg/elephant/elephant_01b.jpg	6649	555	1	n/a	555.0000	8043.0000	1.0000	n/a
39.8000	500	exp	images_meg/poodle/poodle_01b.jpg	14653	1222	1	n/a	1222.0000	17378.0000	1.0000	n/a
41.2500	500	catch	images_catch_meg/catch118.jpg	22366	1855	118	n/a	n/a	n/a	n/a	0.5584
42.8500	500	exp	images_meg/maple_syrup/maple_syrup_01b.jpg	11653	972	1	n/a	972.0000	13853.0000	1.0000	n/a
44.2500	500	test	images_test_meg/watch_13s.jpg	22546	1787	13	98.0000	1787.0000	25195.0000	13.0000	n/a
45.6500	500	exp	images_meg/hay/hay_01b.jpg	9133	762	1	n/a	762.0000	10909.0000	1.0000	n/a
46.9500	500	exp	images_meg/telephone_pole/telephone_pole_01b.jpg	19669	1640	1	n/a	1640.0000	23151.0000	1.0000	n/a
48.3000	500	exp	images_meg/tiger/tiger_01b.jpg	19909	1660	1	n/a	1660.0000	23427.0000	1.0000	n/a
49.7500	500	exp	images_meg/peanut_butter/peanut_butter_01s.jpg	13585	1133	1	n/a	1133.0000	16128.0000	1.0000	n/a
51.3500	500	exp	images_meg/stick/stick_01b.jpg	18625	1553	1	n/a	1553.0000	21934.0000	1.0000	n/a
52.8000	500	exp	images_meg/pistachio/pistachio_01b.jpg	14257	1189	1	n/a	1189.0000	16905.0000	1.0000	n/a
54.2500	500	exp	images_meg/leopard/leopard_01b.jpg	11005	918	1	n/a	918.0000	13120.0000	1.0000	n/a
55.7500	500	exp	images_meg/cranberry/cranberry_01b.jpg	5161	431	1	n/a	431.0000	6218.0000	1.0000	n/a
